2013-01-04  1
2013-01-14  1
2013-01-15  1
2013-01-18  1
2013-01-21  1
2013-01-22  1
2013-01-23  1
2013-01-24  1
2013-01-25  1
2013-01-28  1
2013-01-29  1
2013-01-30  1
2013-01-31  1
2013-02-01  1
2013-02-04  1
2013-02-05  1
2013-02-06  1
2013-02-07  1
2013-02-08  1
2013-02-11  1
2013-02-12  1
2013-02-13  1
2013-02-14  1
2013-02-15  1
2013-02-25  1
2013-02-26  1
2013-02-27  1
2013-02-28  1
2013-03-04  1
2013-03-05  1
2013-03-06  1
2013-03-07  1
2013-03-11  1
2013-03-12  1
2013-03-13  1
2013-03-14  1
2013-03-15  1
2013-03-18  1
2013-03-19  1
2013-03-20  1
2013-03-21  1
2013-03-22  1
2013-03-25  1
2013-04-08  1
2013-04-09  1
2013-04-10  1
2013-04-11  1
2013-04-12  1
2013-04-15  1
2013-04-16  1
2013-04-17  1
2013-04-18  1
2013-04-19  1
2013-04-22  1
2013-04-23  1
2013-04-24  1
2013-04-25  1
2013-04-26  1
2013-04-30  1
2013-05-03  1
2013-05-06  1
2013-05-07  1
2013-05-08  1
2013-05-09  1
2013-05-13  1
2013-05-14  1
2013-05-15  1
2013-05-16  1
2013-05-17  1
2013-05-20  1
2013-05-21  1
2013-05-22  1
2013-05-23  1
2013-05-24  1
2013-05-28  1
2013-05-29  1
2013-06-03  1
2013-06-04  1
2013-06-05  1
2013-06-06  1
2013-06-07  1
2013-06-10  1
2013-06-11  1
2013-06-12  1
2013-06-13  1
2013-06-14  1
2013-06-17  1
2013-06-18  1
2013-06-19  1
2013-06-20  1
2013-06-24  1
2013-06-25  1
2013-06-26  1
2013-06-27  1
2013-06-28  1
2013-07-02  1
2013-07-08  1
2013-07-09  1
2013-07-10  1
2013-07-11  1
2013-07-15  1
2013-07-16  1
2013-07-17  1
2013-07-18  1
2013-07-19  1
2013-07-22  1
2013-07-23  1
2013-07-24  1
2013-07-25  1
2013-07-26  1
2013-07-29  1
2013-07-30  1
2013-07-31  1
2013-08-01  1
2013-08-02  1
2013-09-09  1
2013-09-10  1
2013-09-11  1
2013-09-12  1
2013-09-16  1
2013-09-17  1
2013-09-18  1
2013-09-19  1
2013-09-20  1
2013-09-23  1
2013-09-24  1
2013-09-25  1
2013-09-26  1
2013-09-27  1
2013-09-28  1
2013-09-30  1
2013-10-01  1
2013-10-02  1
2013-10-03  1
2013-10-04  1
2013-10-05  1
2013-10-07  1
2013-10-08  1
2013-10-09  1
2013-10-10  1
2013-10-11  1
2013-10-12  1
2013-10-15  1
2013-10-16  1
2013-10-22  1
2013-10-23  1
2013-10-24  1
2013-10-28  1
2013-10-29  1
2013-10-30  1
2013-10-31  1
2013-11-04  1
2013-11-05  1
2013-11-06  1
2013-11-07  1
2013-11-12  1
2013-11-13  1
2013-11-14  1
2013-11-15  1
2013-11-18  1
2013-11-19  1
2013-11-20  1
2013-11-21  1
2013-11-22  1
2013-12-02  1
2013-12-03  1
2013-12-04  1
2013-12-05  1
2013-12-09  1
2013-12-10  1
2013-12-11  1
2013-12-12  1
2013-12-13  1
2013-12-15  1
2013-12-16  1
2013-12-17  1
2013-12-18  1
2013-12-19  1
2013-12-20  1
2013-12-23  1
2013-12-26  1
2014-01-03  1
2014-01-06  1
2014-01-07  1
2014-01-08  1
2014-01-09  1
2014-01-10  1
2014-01-13  1
2014-01-14  1
2014-01-15  1
2014-01-16  1
2014-01-17  1
2014-01-21  1
2014-01-27  1
2014-01-28  1
2014-01-29  1
2014-01-30  1
2014-01-31  1
2014-02-03  1
2014-02-04  1
2014-02-05  1
2014-02-06  1
2014-02-10  1
2014-02-11  1
2014-02-12  1
2014-02-14  1
2014-02-18  1
2014-02-21  1
2014-02-24  1
2014-02-25  1
2014-02-26  1
2014-02-27  1
2014-02-28  1
2014-03-04  1
2014-03-05  1
2014-03-06  1
2014-03-10  1
2014-03-11  1
2014-03-12  1
2014-03-13  1
2014-03-14  1
2014-03-18  1
2014-03-21  1
2014-03-24  1
2014-03-25  1
2014-03-26  1
2014-03-27  1
2014-03-28  1
2014-03-31  1
2014-04-01  1
2014-04-02  1
2014-04-03  1
2014-04-04  1
2014-04-07  1
2014-04-08  1
2014-04-09  1
2014-04-10  1
2014-04-11  1
2014-04-17  1
2014-04-28  1
2014-04-29  1
2014-04-30  1
2014-05-01  1
2014-05-02  1
2014-05-05  1
2014-05-06  1
2014-05-07  1
2014-05-08  1
2014-05-09  1
2014-05-12  1
2014-05-13  1
2014-05-14  1
2014-05-15  1
2014-05-19  1
2014-05-20  1
2014-05-21  1
2014-05-22  1
2014-05-23  1
2014-05-27  1
2014-05-28  1
2014-05-29  1
2014-05-30  1
2014-06-02  1
2014-06-03  1
2014-06-04  1
2014-06-05  1
2014-06-09  1
2014-06-10  1
2014-06-11  1
2014-06-12  1
2014-06-13  1
2014-06-17  1
2014-06-18  1
2014-06-19  1
2014-06-20  1
2014-06-23  1
2014-06-24  1
2014-06-25  1
2014-06-26  1
2014-06-27  1
2014-06-30  1
2014-07-02  1
2014-07-03  1
2014-07-07  1
2014-07-08  1
2014-07-09  1
2014-07-10  1
2014-07-11  1
2014-07-14  1
2014-07-15  1
2014-07-16  1
2014-07-17  1
2014-07-18  1
2014-07-21  1
2014-07-22  1
2014-07-23  1
2014-07-24  1
2014-07-25  1
2014-07-28  1
2014-07-29  1
2014-07-30  1
2014-07-31  1
2014-08-01  1
2014-09-08  1
2014-09-09  1
2014-09-10  1
2014-09-11  1
2014-09-15  1
2014-09-16  1
2014-09-17  1
2014-09-18  1
2014-09-19  1
